skill,category,normalized_skill,resume_match_weight,aliases,skill_type,parent_skill
IT Staffing,IT & Software,It Staffing,5,,hard,IT & Software
it strategy,IT & Software,It Strategy,5,,hard,IT & Software
ITR,Domain-Specific / Other,Itr,5,,hard,Domain-Specific / Other
ITR Calculation,Domain-Specific / Other,Itr Calculation,5,,hard,Domain-Specific / Other
ITR Filing,Domain-Specific / Other,Itr Filing,5,,hard,Domain-Specific / Other
Japanese,Domain-Specific / Other,Japanese,5,,hard,Domain-Specific / Other
japanese manufacturing methods,Operations & Production,Japanese Manufacturing Methods,5,,hard,Operations & Production
Java,IT & Software,Java,5,,hard,IT & Software
JavaScript,IT & Software,Javascript,5,,hard,IT & Software
JBOSS,Domain-Specific / Other,Jboss,5,,hard,Domain-Specific / Other
JD Edwards,Domain-Specific / Other,Jd Edwards,5,,hard,Domain-Specific / Other
Jenkins,Domain-Specific / Other,Jenkins,5,,hard,Domain-Specific / Other
Jfrog,Domain-Specific / Other,Jfrog,5,,hard,Domain-Specific / Other
Jgrog,Domain-Specific / Other,Jgrog,5,,hard,Domain-Specific / Other
JH,Domain-Specific / Other,Jh,5,,hard,Domain-Specific / Other
Jigs,Domain-Specific / Other,Jigs,5,,hard,Domain-Specific / Other
JIPM,Domain-Specific / Other,Jipm,5,,hard,Domain-Specific / Other
JIRA Tool,Domain-Specific / Other,Jira Tool,5,,hard,Domain-Specific / Other
JIT,Domain-Specific / Other,Jit,5,,hard,Domain-Specific / Other
Job Safety Analysis,Domain-Specific / Other,Job Safety Analysis,5,,hard,Domain-Specific / Other
Jobs in breweries,Domain-Specific / Other,Jobs In Breweries,5,,hard,Domain-Specific / Other
Joining Formalities,Domain-Specific / Other,Joining Formalities,5,,hard,Domain-Specific / Other
Journal,Domain-Specific / Other,Journal,5,,hard,Domain-Specific / Other
Journal Accounting,Finance & Accounts,Journal Accounting,5,,hard,Finance & Accounts
Journal Bank – Maintaining Cash,Domain-Specific / Other,Journal Bank – Maintaining Cash,5,,hard,Domain-Specific / Other
journal book,Domain-Specific / Other,Journal Book,5,,hard,Domain-Specific / Other
journal entries,Domain-Specific / Other,Journal Entries,5,,hard,Domain-Specific / Other
Journal Voucher,Domain-Specific / Other,Journal Voucher,5,,hard,Domain-Specific / Other
JournalEntries,Domain-Specific / Other,Journalentries,5,,hard,Domain-Specific / Other
Journalism,Domain-Specific / Other,Journalism,5,,hard,Domain-Specific / Other
jQuery,Domain-Specific / Other,Jquery,5,,hard,Domain-Specific / Other
JSA,IT & Software,Jsa,5,,hard,IT & Software
JSP,IT & Software,Jsp,5,,hard,IT & Software
Junior Accountant,Domain-Specific / Other,Junior Accountant,5,,hard,Domain-Specific / Other
Kaizan,Domain-Specific / Other,Kaizan,5,,hard,Domain-Specific / Other
kaizan and lean implementation,Operations & Production,Kaizan And Lean Implementation,5,,hard,Operations & Production
Kaizen,Domain-Specific / Other,Kaizen,5,,hard,Domain-Specific / Other
Kaizen Production Engineering,Operations & Production,Kaizen Production Engineering,5,,hard,Operations & Production
Kaizen Implementation,Domain-Specific / Other,Kaizen Implementation,5,,hard,Domain-Specific / Other
Kaizen Implementation Pharmaceutical Production,Operations & Production,Kaizen Implementation Pharmaceutical Production,5,,hard,Operations & Production
Kanban,Domain-Specific / Other,Kanban,5,,hard,Domain-Specific / Other
Karl Fischer,Domain-Specific / Other,Karl Fischer,5,,hard,Domain-Specific / Other
Karl Fischer Titrator,Domain-Specific / Other,Karl Fischer Titrator,5,,hard,Domain-Specific / Other
Karl Fisher,Domain-Specific / Other,Karl Fisher,5,,hard,Domain-Specific / Other
karl fisher titrator,Domain-Specific / Other,Karl Fisher Titrator,5,,hard,Domain-Specific / Other
Keen Eye for Details,Domain-Specific / Other,Keen Eye For Details,5,,hard,Domain-Specific / Other
keen planner,Domain-Specific / Other,Keen Planner,5,,hard,Domain-Specific / Other
Keep plant presentable and ready for audits.Faced various regulatory audits,Finance & Accounts,Keep Plant Presentable And Ready For Audits.Faced Various Regulatory Audits,5,,hard,Finance & Accounts
Key Account Management,Domain-Specific / Other,Key Account Management,5,,hard,Domain-Specific / Other
Key Accounts,Domain-Specific / Other,Key Accounts,5,,hard,Domain-Specific / Other
key performance indicators,Domain-Specific / Other,Key Performance Indicators,5,,hard,Domain-Specific / Other
Key Result,Domain-Specific / Other,Key Result,5,,hard,Domain-Specific / Other
Key Result Areas,Domain-Specific / Other,Key Result Areas,5,,hard,Domain-Specific / Other
Keyskill Production Officer Jr. Production Officer Production Supervisor Distillation Column Hydrogenation,Operations & Production,Keyskill Production Officer Jr. Production Officer Production Supervisor Distillation Column Hydrogenation,5,,hard,Operations & Production
KeyskillProduction OfficerJr. Production OfficerProduction SupervisorDistillationColumnHydrogenation,Operations & Production,Keyskillproduction Officerjr. Production Officerproduction Supervisordistillationcolumnhydrogenation,5,,hard,Operations & Production
KF,Domain-Specific / Other,Kf,5,,hard,Domain-Specific / Other
KFDA and also ISO 14001 approved Company,IT & Software,Kfda And Also Iso 14001 Approved Company,5,,hard,IT & Software
Kitret Software,IT & Software,Kitret Software,5,,hard,IT & Software
knowlage of accounts,Domain-Specific / Other,Knowlage Of Accounts,5,,hard,Domain-Specific / Other
knowledge,Domain-Specific / Other,Knowledge,5,,hard,Domain-Specific / Other
Knowledge & Operation of Blown Film Extrusion Process,Domain-Specific / Other,Knowledge & Operation Of Blown Film Extrusion Process,5,,hard,Domain-Specific / Other
knowledge about HPLC,Domain-Specific / Other,Knowledge About Hplc,5,,hard,Domain-Specific / Other
Knowledge Management,Domain-Specific / Other,Knowledge Management,5,,hard,Domain-Specific / Other
Knowledge Of GST,Finance & Accounts,Knowledge Of Gst,5,,hard,Finance & Accounts
knowledge of ice plant.,Operations & Production,Knowledge Of Ice Plant.,5,,hard,Operations & Production
knowledge of IND AS,Domain-Specific / Other,Knowledge Of Ind As,5,,hard,Domain-Specific / Other
knowledge of production,Operations & Production,Knowledge Of Production,5,,hard,Operations & Production
knowledge of production plant commissioning,Operations & Production,Knowledge Of Production Plant Commissioning,5,,hard,Operations & Production
KNOWLEDGE OF RETAIL ACCOUNTS,Domain-Specific / Other,Knowledge Of Retail Accounts,5,,hard,Domain-Specific / Other
Knowledge Of SAP,Domain-Specific / Other,Knowledge Of Sap,5,,hard,Domain-Specific / Other
knowlege about sap Executive Production,Operations & Production,Knowlege About Sap Executive Production,5,,hard,Operations & Production
KPI,Domain-Specific / Other,Kpi,5,,hard,Domain-Specific / Other
KPI Analysis,Domain-Specific / Other,Kpi Analysis,5,,hard,Domain-Specific / Other
KPI Monitoring,Domain-Specific / Other,Kpi Monitoring,5,,hard,Domain-Specific / Other
KYC New Business Development,Domain-Specific / Other,Kyc New Business Development,5,,hard,Domain-Specific / Other
L,Domain-Specific / Other,L,5,,hard,Domain-Specific / Other
Lab Assistant,Domain-Specific / Other,Lab Assistant,5,,hard,Domain-Specific / Other
Lab assistant and contract helpers. Preparation and maintenance ISO,Operations & Production,Lab Assistant And Contract Helpers. Preparation And Maintenance Iso,5,,hard,Operations & Production
LAB SOLUTION SOFTWARE GC,IT & Software,Lab Solution Software Gc,5,,hard,IT & Software
Lab Technician,IT & Software,Lab Technician,5,,hard,IT & Software
Lab Testing,Domain-Specific / Other,Lab Testing,5,,hard,Domain-Specific / Other
Labor law,Domain-Specific / Other,Labor Law,5,,hard,Domain-Specific / Other
laboratory,Domain-Specific / Other,Laboratory,5,,hard,Domain-Specific / Other
Labour Management,Domain-Specific / Other,Labour Management,5,,hard,Domain-Specific / Other
labour management in work shop,Domain-Specific / Other,Labour Management In Work Shop,5,,hard,Domain-Specific / Other
lamination,Domain-Specific / Other,Lamination,5,,hard,Domain-Specific / Other
Land Surveyor,Domain-Specific / Other,Land Surveyor,5,,hard,Domain-Specific / Other
Language,Domain-Specific / Other,Language,5,,hard,Domain-Specific / Other
Languages,Domain-Specific / Other,Languages,5,,hard,Domain-Specific / Other
Languages : C,Domain-Specific / Other,Languages : C,5,,hard,Domain-Specific / Other
laser alignment,Domain-Specific / Other,Laser Alignment,5,,hard,Domain-Specific / Other
laser cutting,Domain-Specific / Other,Laser Cutting,5,,hard,Domain-Specific / Other
laser jet printers,Domain-Specific / Other,Laser Jet Printers,5,,hard,Domain-Specific / Other
Laser Marking,Domain-Specific / Other,Laser Marking,5,,hard,Domain-Specific / Other
Laser Welding,Domain-Specific / Other,Laser Welding,5,,hard,Domain-Specific / Other
latex,Domain-Specific / Other,Latex,5,,hard,Domain-Specific / Other
lather prosucts,Domain-Specific / Other,Lather Prosucts,5,,hard,Domain-Specific / Other
launching and business development,Domain-Specific / Other,Launching And Business Development,5,,hard,Domain-Specific / Other
Layout,Domain-Specific / Other,Layout,5,,hard,Domain-Specific / Other
Layout Inspection,Domain-Specific / Other,Layout Inspection,5,,hard,Domain-Specific / Other
lbc chart,Design Skills,Lbc Chart,5,,hard,Design Skills
lc,Domain-Specific / Other,Lc,5,,hard,Domain-Specific / Other
LC & Foreign remittance,Domain-Specific / Other,Lc & Foreign Remittance,5,,hard,Domain-Specific / Other
lc document preparation,Domain-Specific / Other,Lc Document Preparation,5,,hard,Domain-Specific / Other
LC work,Domain-Specific / Other,Lc Work,5,,hard,Domain-Specific / Other
lc-ms,Domain-Specific / Other,Lc-Ms,5,,hard,Domain-Specific / Other
LCMS ICPMS instrumentation,Domain-Specific / Other,Lcms Icpms Instrumentation,5,,hard,Domain-Specific / Other
ldpe coating and lamination,Domain-Specific / Other,Ldpe Coating And Lamination,5,,hard,Domain-Specific / Other
Lead,Sales & Marketing,Lead,5,,hard,Sales & Marketing
Lead and guide internal stack holder,Sales & Marketing,Lead And Guide Internal Stack Holder,5,,hard,Sales & Marketing
Lead and guide internal stack holders,Sales & Marketing,Lead And Guide Internal Stack Holders,5,,hard,Sales & Marketing
Lead Generation,Sales & Marketing,Lead Generation,5,,hard,Sales & Marketing
Lead Operations,Sales & Marketing,Lead Operations,5,,hard,Sales & Marketing
leadership,Sales & Marketing,Leadership,5,,soft,Sales & Marketing
Leadership and team building,Sales & Marketing,Leadership And Team Building,5,,soft,Sales & Marketing
leadership Executive Production,Sales & Marketing,Leadership Executive Production,5,,soft,Sales & Marketing
leadership qualities,Sales & Marketing,Leadership Qualities,5,,soft,Sales & Marketing
Leadership Skills,Sales & Marketing,Leadership Skills,5,,soft,Sales & Marketing
leadership skills Production Supervising,Sales & Marketing,Leadership Skills Production Supervising,5,,soft,Sales & Marketing
leadership technique,IT & Software,Leadership Technique,5,,soft,IT & Software
Leadership& Man Management,Sales & Marketing,Leadership& Man Management,5,,soft,Sales & Marketing
leading & motivating workforce,Sales & Marketing,Leading & Motivating Workforce,5,,hard,Sales & Marketing
Leading a team of Executives Officers Technicians and Operators,IT & Software,Leading A Team Of Executives Officers Technicians And Operators,5,,soft,IT & Software
Lean,Operations & Production,Lean,5,,hard,Operations & Production
Lean implementation,Operations & Production,Lean Implementation,5,,hard,Operations & Production
Lean initiative,Operations & Production,Lean Initiative,5,,hard,Operations & Production
lean management,Operations & Production,Lean Management,5,,hard,Operations & Production
Lean Manufacturing,Operations & Production,Lean Manufacturing,5,,hard,Operations & Production
Lean Manufacturing System,IT & Software,Lean Manufacturing System,5,,hard,IT & Software
Lean Manufacturing Tools,Operations & Production,Lean Manufacturing Tools,5,,hard,Operations & Production
lean process,Operations & Production,Lean Process,5,,hard,Operations & Production
LEAN Production,Operations & Production,Lean Production,5,,hard,Operations & Production
lean six sigma,Operations & Production,Lean Six Sigma,5,,hard,Operations & Production
lean six sigma tools,Operations & Production,Lean Six Sigma Tools,5,,hard,Operations & Production
learn new technologies. team work. decision making.,IT & Software,Learn New Technologies. Team Work. Decision Making.,5,,soft,IT & Software
leave management,Domain-Specific / Other,Leave Management,5,,hard,Domain-Specific / Other
Lecturer,Domain-Specific / Other,Lecturer,5,,hard,Domain-Specific / Other
Led Lighting,Domain-Specific / Other,Led Lighting,5,,hard,Domain-Specific / Other
ledger,Finance & Accounts,Ledger,5,,hard,Finance & Accounts
Ledger Accounting,Finance & Accounts,Ledger Accounting,5,,hard,Finance & Accounts
ledger creation,Finance & Accounts,Ledger Creation,5,,hard,Finance & Accounts
Ledger Posting,Finance & Accounts,Ledger Posting,5,,hard,Finance & Accounts
Ledger Reconciliation,Finance & Accounts,Ledger Reconciliation,5,,hard,Finance & Accounts
Ledger Scrutiny,Finance & Accounts,Ledger Scrutiny,5,,hard,Finance & Accounts
ledgers,Finance & Accounts,Ledgers,5,,hard,Finance & Accounts
ledgerscrutiny,Finance & Accounts,Ledgerscrutiny,5,,hard,Finance & Accounts
legal,Domain-Specific / Other,Legal,5,,hard,Domain-Specific / Other
Legal Advisor,Operations & Production,Legal Advisor,5,,hard,Operations & Production
Legal compliance,HR & Recruitment,Legal Compliance,5,,hard,HR & Recruitment
legal consultant,Domain-Specific / Other,Legal Consultant,5,,hard,Domain-Specific / Other
legal notice,Domain-Specific / Other,Legal Notice,5,,hard,Domain-Specific / Other
leisure,Domain-Specific / Other,Leisure,5,,hard,Domain-Specific / Other
letter of credit,Domain-Specific / Other,Letter Of Credit,5,,hard,Domain-Specific / Other
Level 2 Engineer,Operations & Production,Level 2 Engineer,5,,hard,Operations & Production
Liability,Domain-Specific / Other,Liability,5,,hard,Domain-Specific / Other
liaising,Domain-Specific / Other,Liaising,5,,hard,Domain-Specific / Other
liaison,Operations & Production,Liaison,5,,hard,Operations & Production
liaison and coordination,Operations & Production,Liaison And Coordination,5,,hard,Operations & Production
Liasioning with Auditor,Finance & Accounts,Liasioning With Auditor,5,,hard,Finance & Accounts
Liasioning with Auditor Bank,Finance & Accounts,Liasioning With Auditor Bank,5,,hard,Finance & Accounts
Library,Domain-Specific / Other,Library,5,,hard,Domain-Specific / Other
Life Insurance,Domain-Specific / Other,Life Insurance,5,,hard,Domain-Specific / Other
LIFO,Domain-Specific / Other,Lifo,5,,hard,Domain-Specific / Other
li-ion batteries,Domain-Specific / Other,Li-Ion Batteries,5,,hard,Domain-Specific / Other
