person_id,institution,program,start_date,location
28652,Capella University,Masters of Science in Information Technology,2007/00,"Minneapolis, MN"
28652,West Virginia University,Bachelors of Arts in Sociology,1990/00,"Morgantown, WV"
28653,Saginaw Valley State University,Bachelor's in Computer & Information Sciences and Minors in Computer Forensics and Criminal Justice,09/2009,"Saginaw, MI"
28654,College Of Southern Maryland,Bachelor of Science,2000/06,"Waldorf, MD"
28655,The Pennsylvania State University,"Bachelor of Arts in (B.A.), Telecommunications",09/11,
28656,Computer Learning Center,Associates Degree in Computer Electronics Technology,1997,"Plymouth Meeting, PA"
28657,Kaplan University,BS in Business,,
28657,Central Arizona College,AA in Management Marketing,,
28658,New Horizons Computer Training Center,,10/2010,
28658,John McDonough Senior High,High School Diploma,09/1975,"New Orleans, LA"
28659,Bowie State University,Bachelor's in Computer Technology Network Security,09/2014,"Bowie, MD"
28659,Prince George's Community College,Associate of Science in Computer Science,05/2014,"Upper Marlboro, MD"
28660,Chadwick University,Bachelor's in Business Administration,06/1992,"Birmingham, AL"
28660,Thomas Nelson Community College,Associate in Management Information Systems,06/1988,"Hampton, VA"
28661,New Mexico State University,MS in Industrial Engineering,,"Las Cruces, NM"
28661,Old Dominion University,MS in Computer Science,,"Norfolk, VA"
28662,Louisiana State University Shreveport,Master of Business Administration in Business Administration,08/2019,
28662,University of Phoenix,Bachelor of Science in IT in Advanced Cybersecurity Certificate,07/2018,
28663,Regis University,Masters of Science in Software Engineering,2012/09,"Denver, CO"
28663,Ottawa University,Bachelor of Arts in Secondary Education,2010/12,"Phoenix, AZ"
28664,Western Governors University,Bachelor's in Network Operations and Security,06/22,"Reno, NV"
28664,University of Nevada,Bachelors of Science in Information Systems,,"Reno, NV"
28665,Gilbert West High School,,2000/00,
28666,ITT Technical Institute,Associate of Applied Science in Information Systems Security,09/13,"San Diego, CA"
28666,ITT Technical Institute,Bachelor of Science in Information Systems and Cybersecurity,09/15,"San Diego, CA"
28667,Walden University,Doctorate in Business in (DBA) (specialization),07/14,"Minneapolis, MN"
28667,American Military University,MBA,,
28667,American Military University,Graduate Certificate of Sports Management in Sports Management,,
28667,Middle Tennessee State University,Bachelor of Science in Mass Communication,,"Murfreesboro, TN"
28668,Temple University,Communications,1992,"Philadelphia, PA"
28669,University of Maryland-College Park,Certificate of Completion in Usable Security,03/17,Online
28669,Morris Brown College,Bachelor's in Organizational Management and Leadership,09/09,"Atlanta, GA"
28669,Cornell University,Certificate in Magento and PhP development,2009,"Ithica, NY"
28670,Strayer University,"BS, Concentration Security, Information System Administration",02/2009,
28671,"East Texas State University - Commerce, TX",Associate's Degree in Paleontology,1993/09,"Commerce, TX"
28672,East Stroudsburg University,Bachelor's in Computer Security,05/18,"East Stroudsburg, PA"
28672,Northampton Community College,AAS in CIT,03/15,"Bethlehem, PA"
28672,Monroe Career Technical Institute,Computer Networking Security,06/13,"Bartonsville, PA"
28673,American Military University,Masters in Computer Science in Cybersecurity,,
28673,Saint Leo University,Bachelors in Computer Science in Information Systems,,
28673,Community College of the Air Force,A.A.S. in ACFT Maintenance Technology,,
28674,The University of Oklahoma,M.A. Economics,01/MA,
28674,The University of Texas - Arlington,M.B.A.,,"Arlington, TX"
28674,Dallas Baptist University,B.B.A. Finance,,
28675,"The University of Michigan - Ann Arbor, MI",BA in Sociology,,"Ann Arbor, MI"
28676,Bob Jones University,B.S. in COMPUTER ENGINEERING,05/17,
28677,Kaplan University,Master of Science in Information Technology,2014/09,
28678,Pittsburgh Technical Institute,Associates of Science in Information Technology,09/09,"Oakdale, PA"
28680,COLLEGE OF DUPAGE,Computer Science,,
28680,ELMHURST COLLEGE,Business Administration and Accounting,,"Elmhurst, IL"
28681,George Washington University,Bachelor's Degree in Accounting,,
28682,STATE UNIVERSITY OF FARMINGDALE,Technical Certificate,,"Farmingdale, NY"
28683,Baker College of Muskegon,Associates Degree in Management,08/93,"Muskegon, MI"
28684,,,,
28685,University of Maryland,Bachelor of Science in Information Systems Management,05/2005,
28687,WEST VIRGINIA UNIVERSITY,M.S. in BUSINESS DATA ANALYTICS,07/17,"Morgantown, WV"
28687,WEST VIRGINIA UNIVERSITY,B.S. in BUSINESS ADMINISTRATION,05/16,"Morgantown, WV"
28688,Thornridge High School,Information Systems in Computer Programming and Security,08/1995,"Dolton, IL"
28688,SNHU,Bachelor's in Information Security (In Progress),2016,"Dallas-Fort Worth, TX"
28689,Liberty University,Masters of Business Administration in Business Administration,05/12,"Lynchburg, VA"
28690,University of Southern Illinois at Carbondale,Bachelor of Science in Information Systems Technologies,12/00,"Carbondale, IL"
28691,American InterContinental University,Master of Information Technology in Internet Security,N/A,"Hoffman Estates, IL"
28691,Bowie State University,Bachelor of Science in Business in Information Systems,N/A,"Bowie, MD"
28693,Mission College,MS in Construction Management,,
28693,Clemson UNIVERSITY,BS in Materials Engineering,,
28693,TongJi UNIVERSITY,,,"Shanghai, CN"
28694,Kennesaw State University,Bachelor's in Cybersecurity,01/16,"Atlanta, GA"
28694,Atlanta Metropolitan College,Associate in Computer Information Systems,01/12,"Atlanta, GA"
28695,Cybertex Institute of Technology,Network Engineering in Information Technology,2014/01,"Killeen, TX"
28695,Devry,BS in Information Technology,2011/01,
28695,Raleigh Egypt High,Diploma in General Studies,1998/01,"Memphis, TN"
28696,LOYOLA UNIVERSITY CHICAGO,Bachelor of Arts in Political Science,05/15,"Chicago, IL"
28698,Florida Memorial University,BS in Computer Information System,2014/09,"Miami Gardens, FL"
28698,Miami Dade College,BS in Computer Information System,2009/09,"Miami, FL"
28699,Howard University,MBA,,"Washington, DC"
28699,University of the District of Columbia,BS in Certified Information Security Manager,,
28700,Yujas InfoTech,Information Security Administrator,11/2012,
28701,Yujas InfoTech,Information Security Administrator,11/2012,
28702,University of Ghana,Bachelors of Science in Health Administration,,Ghana
28703,Other Schools,Master's in Cyber Secuirty,09/14,"Westland, MI"
28703,Other Schools,Bachelor's in Engineering,09/14,"Westland, MI"
28704,K N University of science and Technology,BACHELOR'S in SOCIAL SCIENCE,2003,
28705,Saint Ambrose University,Bachelor of Arts in Computer Network Administration,12/15,"Davenport, IA"
28706,University of Maryland,Master of Science in Cybersecurity,08/17,
28706,Nnamdi Azikiwe University,Bachelor of Science in Economics in Risk Assessment and Risk Management,06/02,
28707,"Caguas, PR",Bachelor's in Business Administration Concentration in Information Systems,08/05,"Caguas, PR"
28707,"Caguas, PR",Bachelor's in Business Administration Concentration in Information Systems,08/05,"Caguas, PR"
28708,Bowie State University,Master of Science in Information Systems in Network Security,12/2017,"Wheaton, MD"
28708,University of Ouagadougou,Bachelor of Science in Finance and Auditing,10/2012,"Wheaton, MD"
28709,Marymount University,B.S. in Cybersecurity & Networking,08/16,May 2018
28710,University of Cincinnati,Bachelor's in Information Technology And Cyber Security,04/18,"Cincinnati, OH"
28711,California State Polytechnic University of Pomona,Bachelors of Science in Business Administration,01/12,"Pomona, CA"
28712,University of Maryland University College,Master of Business Administration,08/14,"Adelphi, MD"
28712,University of Maryland University College,Master of Science in Cybersecurity,05/13,"Adelphi, MD"
28712,Bowie State University,Bachelor of Science in Cybersecurity,05/10,"Bowie, MD"
28713,George Mason University,Information Technology,2011,
28713,Herndon High School,,,
28714,Wright State University,Master of Science in Engineering,,"Dayton, OH"
28714,Jawaharlal Nehru Technological University Hyderabad,"Bachelor of Technology in TG, IND",,
28715,Binghamton University (SUNY),Bachelor of Arts in English in Creative Writing,12/09,Vestal
28715,Tompkins Cortland Community College,Associate of Science in Computer Information Systems in Computer Information Systems,09/06,"Dryden, NY"
28716,Norwich University,Master of Science in Vulnerability Management,06/19,"Northfield, VT"
28716,Kent State University,Bachelor of Technical Applied Studies in Security & Forensic Technology,05/16,"Kent, OH"
28717,University of Louisville,B.S. in Computer Information System,09/15,"Louisville, KY"
28717,University of Kentucky,B.S. in Business Administration Management,09/06,"Lexington, KY"
28718,Virginia Polytechnic and State University,B.S. in Industrial and Systems Engineering,05/15,May 2015
28719,University of Connecticut,Bachelor of Arts in English,N/A,"Storrs, CT"
28720,University of Maryland University College,Management Studies/Cyber Security,Present,"College Park, MD"
28720,Hagerstown Community College,Business Technology Certification,12/2005,
28721,University of Winneba Ghana - cape coast,License in Education,03/2009,Ghana
28722,University of Arkansas,Bachelor of Science in Business Administration in Information Systems,09/13,"Fayetteville, AR"
28724,St Patrick's High School,High School Diploma in Certified Information System Security Professional,1997,
28724,University of Ibadan,BS in Sociology,,
28725,Hampton High School,,,
28726,Bellevue University,Bachelor's Degree,03/23,"Bellevue, WA"
28727,Syracuse University,"M.S. in Information Management, Information Security Management",08/16,"Syracuse, NY"
28728,Nnamdi Azikiwe University,BSc. in Economics,,Awka Anambra State
28729,University of Maryland-College Park,Master's in CyberSecurity Engineering,09/16,"College Park, MD"
28730,Columbus State Community College,Bachelor's of computer science in Computer science,08/14,"Columbus, OH"
28731,University of Massachusetts Lowell,Bachelor of Science in Computer Engineering,05/21,"Lowell, MA"
28732,Southern Illinois University of Edwardsville,Bachelor of Science in Computer Management and Information Systems,09/14,"Edwardsville, IL"
28733,University of Maryland University College (UMUC),Masters in Cloud computing architecture,12/19,"Adelphi, MD"
28733,University of Maryland-University College,Bachelor of Science in Computer Networks and Cyber Security in Cyber Security,,"Adelphi, MD"
28734,University of District of Columbia,Associate in Computer Science,,"Abidjan, CI"
28735,Harrisburg University of Science and Technology,Master's in Project Management,12/16,
28736,University of Texas at Arlington,MBA,08/2013,"Arlington, TX"
28736,University of Oklahoma,BA in Economics,08/2008,
28737,University of Nevada - Reno,Bachelor of Science in Neuroscience in Biology,05/15,"Reno, NV"
28738,,,,
28739,Kennesaw State University,Bachelor of Science in Information Technology,09/2013,"Marietta, GA"
28739,Chattahoochee Technical College,Associates of Science in Information Security and Assurance,09/2010,"Marietta, GA"
28740,G.B.H.S MUTENGENE,LLB,03/2012,Cameroon
28741,University of Ibadan,Bsc in Computer Science,,
28742,Renton Technical College,bachelor's in Computer Science,09/16,"Renton, WA"
28742,Chelyabinsk Energy College,Computer Science,09/00,
28743,University of Texas at Dallas,MSc in Information Technology and Management,05/16,"Dallas, TX"
28744,Southwestern Baptist Theological Seminary,Master of Arts in Christian Education,2005,"Fort Worth, TX"
28744,Howard Payne University,Bachelor of Arts in Christian Studies,2001,"Brownwood, TX"
28745,ITT Technical Institute,Associates of Applied Science in Information Technollogy,09/03,"Troy, MI"
28746,Prince Georges Community College,,2015/09,"Prince Georges, MD"
28747,Ferris State University,Masters in Information Security and Intelligence,05/16,"Big Rapids, MI"
28747,Jawaharlal Nehru Technological University,Bachelor of Technology in Computer Science Engineering,05/13,
